id,label,annotator
u1324781971,human,4
u615036978,human,4
u942425798908239872,not sure,4
u1093650776583483402,bot,4
u706137994235879424,human,4
u2458786416,bot,4
u1465034568453566475,human,4
u1332024326372077569,bot,4
u1493278120811671553,human,4
u1382217670238560257,bot,4
u1273558762016522241,human,4
u1492924296435572741,human,4
u2148734038,human,4
u1178270317,human,4
u2475750188,human,4
u1421911889840418816,bot,4
u793332079,bot,4
u1479016504645414914,not sure,4
u514880785,human,4
u22598862,human,4
u26548471,human,4
u48076730,human,4
u1314329318667952128,human,4
u8600502,human,4
u373023576,human,4
u27227601,human,4
u218836339,human,4
u18565287,human,4
u18399308,not sure,4
u1355531301260939264,human,4
u573841663,human,4
u1308480053349556224,human,4
u2670726740,human,4
u2876742314,human,4
u20039964,human,4
u46345843,human,4
u50718079,human,4
u82447359,human,4
u21454307,human,4
u21056862,human,4
u40561535,human,4
u31537951,human,4
u996074320299548673,human,4
u1967216306,human,4
u14342018,human,4
u32922642,human,4
u40891771,human,4
u53853197,human,4
u828531802184753152,human,4
u17356547,human,4
u131977300,human,4
u73265910,human,4
u218776584,human,4
u824122844258897920,human,4
u3319466669,human,4
u19650634,human,4
u563838268,human,4
u555474658,human,4
u147666931,human,4
u16672510,human,4
u2347762888,human,4
u36109143,human,4
u31070671,human,4
u68739089,human,4
u373573313,human,4
u1968633367,human,4
u1357567292,human,4
u279928610,human,4
u967145325881319425,human,4
u2216041938,human,4
u486188094,human,4
u19398874,human,4
u38011746,human,4
u3528368134,human,4
u4333874075,human,4
u1328350499591098369,human,4
u14243836,human,4
u375022391,human,4
u17797666,human,4
u1331018240470917120,human,4
u2228021594,human,4
u18840445,human,4
u24613756,human,4
u19622847,human,4
u172485348,human,4
u24876034,human,4
u1370493118202540032,human,4
u2394148416,human,4
u919373695,human,4
u20343405,human,4
u19400827,human,4
u1147824680,human,4
u1283438168419831808,not sure,4
u811107470802198528,not sure,4
u244169661,human,4
u1387081806,human,4
u168144703,human,4
u139322140,human,4
u13265,human,4
u413485609,human,4
u17620338,human,4
u14078808,human,4
u3169667811,human,4
u857775041743683584,human,4
u2847351233,human,4
u912512352,human,4
u756278,human,4
u2319871801,human,4
u16278968,human,4
u1011679992827338754,human,4
u334533392,human,4
u43275163,human,4
u45561905,human,4
u217510835,human,4
u57141484,human,4
u144929619,human,4
u27059413,human,4
u170295683,human,4
u1926904148,human,4
u1085689369816649728,human,4
u80711731,human,4
u19063439,human,4
u1463539826649534469,bot,4
u3020083247,human,4
u792724,human,4
u17887248,human,4
u443379553,human,4
u3888351,human,4
u1237437455772647425,not sure,4
u3001103062,bot,4
u289822624,human,4
u69291324,human,4
u266701331,human,4
u885647835563208704,not sure,4
u1453799813246423065,human,4
u117058623,human,4
u852710910,human,4
u617542067,human,4
u3341302265,human,4
u1230497235798020101,human,4
u702987004917624832,human,4
u443033172,human,4
u2232633485,human,4
u16499597,human,4
u1652897768,human,4
u1053978084431429632,human,4
u1263178260499881986,bot,4
u90986103,human,4
u43761682,human,4
u883347084,human,4
u97565966,human,4
u49372957,human,4
u1330718435186147329,not sure,4
u1363016089928523778,not sure,4
u103143789,human,4
u15945791,human,4
u17630704,human,4
u1380190106208890884,human,5
u163409644,human,5
u14823322,bot,5
u100797156,not sure,5
u2391451797,bot,5
u2393183286,human,5
u90276706,human,5
u1416059613229817858,human,5
u1392518066290847748,human,5
u1060893724824268800,human,5
u1363766780762624002,human,5
u1449670457473605632,human,5
u320377139,human,5
u1093789667302899712,human,5
u1090959385877082113,human,5
u392857316,human,5
u119892761,human,5
u808877428852621312,human,5
u709780007485362178,human,5
u1345505364343742465,human,5
u46917724,human,5
u191156952,bot,5
u542591693,human,5
u2330088174,human,5
u263611372,human,5
u360516072,human,5
u14774443,human,5
u15397978,human,5
u1188920977985593350,human,5
u930929248516284417,human,5
u20810335,human,5
u1367372412480745472,human,5
u3148603093,human,5
u201647587,human,5
u162450901,human,5
u2437523455,human,5
u1151929036622520321,human,5
u96564843,human,5
u761566977269886976,human,5
u1283514330030448644,not sure,5
u788448742131265536,human,5
u50317980,human,5
u1174824328636116993,human,5
u22878498,human,5
u608622917,human,5
u244018956,human,5
u1376957393288986627,human,5
u22549062,human,5
u892739130395897858,human,5
u103090729,human,5
u101370819,human,5
u895594462436392960,human,5
u223259324,human,5
u235500223,not sure,5
u205808564,human,5
u608252851,human,5
u947785865937477632,human,5
u3013012545,human,5
u325969800,human,5
u15244527,bot,5
u1032636084008693760,human,5
u1240285513300488193,not sure,5
u921806780690255872,human,5
u1170802159,human,5
u2802185420,human,5
u297878945,human,5
u226789035,human,5
u854060490896666624,human,5
u964770856688906240,bot,5
u43198449,human,5
u1483028628766085122,human,5
u1459829972420513793,not sure,5
u1103623571211984896,human,5
u1183672523889631233,human,5
u968745471102668801,human,5
u1281983228736307200,bot,5
u1479611776421359618,bot,5
u1478772435830951941,bot,5
u1480110613716156419,not sure,5
u1359220789195796480,bot,5
u1484181929184296965,not sure,5
u1051734379075129345,human,5
u1196821476051161088,human,5
u1313889782339178496,bot,5
u3508086076,human,5
u1461096275638640651,bot,5
u214566189,human,5
u784804896042278912,bot,5
u1402157528037826578,bot,5
u1485140592254406660,bot,5
u3237862006,human,5
u37417090,human,5
u28317502,human,5
u83048651,human,5
u876818745762734080,human,5
u14220032,human,5
u23996323,human,5
u777934494,human,5
u1065985512,human,5
u23681268,human,5
u94532621,human,5
u1231606802699214848,human,5
u25183440,bot,5
u1461974874,human,5
u453088766,human,5
u1489968798702923779,bot,5
u903750097342795777,human,5
u1018990994170220544,human,5
u1042279083483181056,human,5
u97456448,human,5
u1339685252499984390,human,5
u2286355454,human,5
u2851039335,human,5
u1324781971,human,5
u1361505741576822785,human,5
u713997843770576896,human,5
u1387074134589407232,human,5
u1486559412915359749,human,5
u1465034568453566475,human,5
u231826438,human,5
u923747744556003328,bot,5
u4725795355,human,5
u804284648909991937,human,5
u1492924296435572741,human,5
u1421911889840418816,human,5
u3050392514,human,5
u1145599470199083009,human,5
u514880785,human,5
u22598862,human,5
u48076730,human,5
u8600502,human,5
u373023576,human,5
u803221535003725824,human,5
u2835829472,human,5
u230206732,human,5
u281970334,human,5
u608475046,human,5
u218836339,human,5
u1293692813151019015,human,5
u24130093,bot,5
u1355531301260939264,human,5
u335256988,human,5
u788190815243890688,bot,5
u73238146,human,5
u3419251203,human,5
u17997467,human,5
u20039964,human,5
u1389099271530565635,bot,5
u350922801,human,5
u21878635,human,5
u1064700308,human,5
u20852736,human,5
u15483390,human,5
u625600899,human,5
u64826699,human,5
u476907667,human,5
u17171278,human,5
u401773648,human,5
u1967216306,human,5
u32922642,human,5
u160509668,human,5
u20601037,human,5
u279192178,human,5
u241264504,human,5
u65381936,human,5
u22100541,human,5
u376161322,human,5
u492125645,human,5
u42953038,human,5
u35785401,human,5
u1501471,human,5
u563838268,human,5
u264219447,human,5
u16672510,human,5
u103012173,human,5
u36109143,human,5
u116942168,human,5
u31070671,human,5
u36550247,human,5
u102278432,human,5
u1968633367,human,5
u15819609,human,5
u288803684,human,5
u4276531,human,5
u500738134,human,5
u1327886654,human,5
u139185720,human,5
u486188094,human,5
u5883682,human,5
u329819402,human,5
u1328350499591098369,human,5
u1038017092765642752,human,5
u375022391,human,5
u2461887810,human,5
u2228021594,human,5
u17898529,human,5
u18840445,human,5
u19622847,human,5
u1370493118202540032,human,5
u2394148416,human,5
u48742856,human,5
u57333521,human,5
u2538968462,human,5
u872153024310988801,human,5
u436887387,human,5
u92577188,human,5
u285081945,human,5
u17620338,human,5
u23918872,human,5
u108985543,human,5
u3169667811,human,5
u1184768473,human,5
u953168775729131520,bot,5
u912512352,human,5
u1453421875279892480,human,5
u16278968,human,5
u107497881,human,5
u112642183,human,5
u542722456,human,5
u117189136,human,5
u144929619,human,5
u18309196,human,5
u433005902,human,5
u38287817,human,5
u170295683,human,5
u220034743,human,5
u47036963,human,5
u17074680,human,5
u108711532,human,5
u1046783815937662976,human,5
u175794305,human,5
u624579080,human,5
u4715371273,human,5
u19610625,human,5
u473633388,human,5
u15710120,human,5
u194616949,human,5
u1371098901416136704,human,5
u151395708,human,5
u50016578,human,5
u101963256,human,5
u2422195825,human,5
u885647835563208704,bot,5
u617542067,human,5
u884483906375954434,human,5
u3341302265,human,5
u454322926,human,5
u269750421,human,5
u36790269,human,5
u43761682,human,5
u19264279,human,5
u432880103,human,5
u97565966,human,5
u849109190,human,5
u882261583136772102,bot,5
u788443023495487488,human,5
u1430371834436878349,human,5
u15945791,human,5
u10342612,human,5
u56029268,human,5
u1484390724242067456,bot,5
u445048728,human,5
u1093106595393724417,bot,5
u1476223173184131081,human,5
u1484472009635479558,bot,5
u1479879927101018116,bot,5
u1483299459555545088,human,5
u1473123825944604675,bot,5
u28605919,human,5
u37258354,human,5
u18546819,human,5
u1107571256990285829,bot,5
u376875289,human,5
u50088692,human,5
u33218042,human,5
u827206955756298241,human,5
u385858930,human,5
u1088872795046473728,human,5
u293991843,human,5
u1226935625372188672,human,5
u14602576,human,5
u1374685652017586176,human,5
u1444752807849041920,human,5
u11838222,human,5
u47323622,human,5
u1026225299057389569,human,5
u705626528,human,5
u158216669,human,5
u27130565,bot,5
u1043985364820447232,human,5
u1074547961424560128,human,5
u34855715,human,5
u273894949,human,5
u1351255256924004358,bot,5
u1450181991903727626,bot,5
u1053572380541501441,human,6
u1473259203531792390,human,6
u1304338847837417472,human,6
u846190375589089280,human,6
u9362492,human,6
u90276706,human,6
u497709574,bot,6
u13062722,bot,6
u1060893724824268800,human,6
u4563945255,not sure,6
u492368709,human,6
u84889762,human,6
u187147866,human,6
u404532969,human,6
u58508576,human,6
u1093789667302899712,human,6
u119792737,human,6
u1012955420,human,6
u392857316,human,6
u119892761,bot,6
u3256347019,human,6
u1355083990558855170,human,6
u808877428852621312,human,6
u129655809,human,6
u3125612703,bot,6
u1445769870532956167,human,6
u46917724,human,6
u542591693,human,6
u263611372,human,6
u1017809478316589057,human,6
u1849681766,human,6
u360516072,human,6
u1332222361970597894,human,6
u1029050178534166537,human,6
u38172392,bot,6
u194007148,human,6
u51207002,human,6
u15397978,human,6
u4429311513,human,6
u996066085874077697,human,6
u3148603093,human,6
u201647587,human,6
u150000919,human,6
u1161341796401573888,human,6
u2800416212,human,6
u3097009130,human,6
u1472142842059374594,not sure,6
u1274580815414992896,human,6
u1092661726519193601,human,6
u184410844,bot,6
u1432546537209479173,human,6
u160450917,human,6
u1163549415111634945,human,6
u891702553,human,6
u793750536969412608,bot,6
u740018006026117121,human,6
u29010564,human,6
u967391583015526400,human,6
u2899516410,human,6
u814888607538417665,human,6
u1334806249,bot,6
u239925271,human,6
u3258387744,bot,6
u2276499727,bot,6
u3013012545,human,6
u218811885,human,6
u1383825055705047042,human,6
u706972588573069312,human,6
u128368508,bot,6
u1143781727988379649,human,6
u151166565,human,6
u1170802159,human,6
u297878945,not sure,6
u226789035,human,6
u749431901950279680,human,6
u11838202,not sure,6
u1304804088564117504,bot,6
u1278373021275901954,human,6
u1459829972420513793,not sure,6
u128634963,human,6
u1400470623319642114,human,6
u1281983228736307200,bot,6
u1271902694152835073,human,6
u1413536716477112332,human,6
u1437035614709370881,human,6
u351031965,human,6
u1051734379075129345,human,6
u15267655,human,6
u1196821476051161088,human,6
u455218394,human,6
u1214746085148610560,human,6
u224202619,bot,6
u14842798,human,6
u1313889782339178496,human,6
u1468278818590838792,human,6
u1372660860162826244,human,6
u1480129490240032775,bot,6
u1484484654652706820,not sure,6
u86774560,human,6
u18863894,bot,6
u783714225587904512,not sure,6
u4925052381,human,6
u3332574141,human,6
u576509198,human,6
u721507174669627392,human,6
u1489968798702923779,human,6
u746406906973937664,human,6
u47889339,human,6
u35794451,human,6
u1339685252499984390,human,6
u73721873,human,6
u1324781971,human,6
u713997843770576896,human,6
u2458786416,bot,6
u2660962182,human,6
u1714310340,human,6
u4164127768,bot,6
u2585840994,human,6
u1273558762016522241,human,6
u1459141595731836930,bot,6
u1178270317,human,6
u793332079,human,6
u514880785,human,6
u995712271,human,6
u26548471,human,6
u48076730,human,6
u1314329318667952128,human,6
u8600502,human,6
u1721193062,human,6
u2835829472,human,6
u1272538112636391425,human,6
u218836339,human,6
u1342047145935908865,human,6
u1324022958218686467,human,6
u1557101982,human,6
u1355531301260939264,human,6
u1115479053216243712,not sure,6
u573841663,not sure,6
u788190815243890688,not sure,6
u466420346,human,6
u73238146,human,6
u17997467,human,6
u20039964,human,6
u46345843,human,6
u22650211,human,6
u350922801,human,6
u136400506,human,6
u64826699,human,6
u476907667,human,6
u17171278,human,6
u996074320299548673,human,6
u105534413,human,6
u160509668,human,6
u44166798,human,6
u147561402,human,6
u241264504,human,6
u828531802184753152,human,6
u53355887,human,6
u218776584,human,6
u47273818,human,6
u1501471,human,6
u19650634,human,6
u369602017,human,6
u12061032,human,6
u229399494,human,6
u103012173,human,6
u116942168,human,6
u15819609,human,6
u17485551,human,6
u3251212812,human,6
u288803684,human,6
u52660746,human,6
u5883682,human,6
u19398874,human,6
u375022391,human,6
u70424767,human,6
u17797666,human,6
u2461887810,human,6
u17898529,human,6
u18840445,human,6
u24613756,human,6
u19622847,human,6
u24876034,human,6
u17278675,human,6
u1017280993,human,6
u20343405,human,6
u23963105,human,6
u811107470802198528,bot,6
u244169661,human,6
u1298501091990986752,human,6
u1387081806,human,6
u18999188,human,6
u436887387,human,6
u92577188,human,6
u285081945,human,6
u20434379,human,6
u518822419,human,6
u27476898,human,6
u74872146,human,6
u23918872,human,6
u34752409,human,6
u29819203,human,6
u15634642,human,6
u399418161,human,6
u128790234,human,6
u16278968,human,6
u916707899052904455,human,6
u217510835,human,6
u18695901,human,6
u542722456,human,6
u46282367,human,6
u145647271,human,6
u433005902,human,6
u1142592968,human,6
u38287817,human,6
u42924141,human,6
u952185282954235905,human,6
u170295683,human,6
u49697215,human,6
u2484276804,human,6
u1085689369816649728,human,6
u105173441,human,6
u3020083247,human,6
u1364417028,human,6
u19752348,human,6
u82607949,human,6
u23662741,human,6
u175794305,human,6
u4715371273,human,6
u15595097,human,6
u473633388,human,6
u15710120,human,6
u1267674805,human,6
u3293146012,human,6
u3888351,human,6
u1371098901416136704,human,6
u14458660,human,6
u151395708,human,6
u22444670,human,6
u1774284517,human,6
u2465914436,human,6
u1237437455772647425,not sure,6
u34198151,human,6
u427272755,human,6
u289822624,human,6
u69291324,human,6
u266701331,human,6
u52087029,human,6
u14678419,human,6
u1195292583896985600,human,6
u852710910,human,6
u3341302265,human,6
u443033172,human,6
u1009762883515895809,human,6
u36790269,human,6
u1352487557930627081,not sure,6
u883347084,human,6
u432880103,human,6
u788443023495487488,not sure,6
u1430371834436878349,human,6
u103143789,human,6
u927893851,human,6
u10342612,human,6
u56029268,human,6
u1298639133720686596,human,6
u1477715309221928966,bot,6
u1407732022907486216,bot,6
u445048728,human,6
u20420218,human,6
u1484196997678571523,not sure,6
u1476554408888610819,not sure,6
u2852128297,human,6
u1483299459555545088,human,6
u1485330470921461761,bot,6
u1483004480694243328,not sure,6
u1029893997572042752,human,6
u31725397,human,6
u1053572380541501441,bot,7
u1473259203531792390,human,7
u1304338847837417472,human,7
u846190375589089280,human,7
u9362492,human,7
u90276706,human,7
u497709574,bot,7
u13062722,bot,7
u1060893724824268800,human,7
u4563945255,not sure,7
u492368709,human,7
u84889762,human,7
u187147866,human,7
u404532969,human,7
u58508576,human,7
u1093789667302899712,human,7
u119792737,human,7
u1012955420,human,7
u392857316,human,7
u119892761,human,7
u3256347019,human,7
u1355083990558855170,human,7
u808877428852621312,human,7
u129655809,human,7
u3125612703,bot,7
u1445769870532956167,human,7
u46917724,human,7
u542591693,human,7
u263611372,human,7
u1017809478316589057,not sure,7
u1849681766,human,7
u360516072,human,7
u1332222361970597894,bot,7
u1029050178534166537,human,7
u38172392,bot,7
u194007148,human,7
u51207002,human,7
u15397978,human,7
u4429311513,human,7
u996066085874077697,human,7
u3148603093,human,7
u201647587,human,7
u150000919,human,7
u1161341796401573888,human,7
u2800416212,human,7
u3097009130,bot,7
u1472142842059374594,not sure,7
u1274580815414992896,human,7
u1092661726519193601,human,7
u184410844,human,7
u1432546537209479173,human,7
u160450917,human,7
u1163549415111634945,human,7
u891702553,human,7
u793750536969412608,bot,7
u740018006026117121,human,7
u29010564,human,7
u967391583015526400,human,7
u2899516410,human,7
u814888607538417665,human,7
u1334806249,bot,7
u239925271,bot,7
u3258387744,bot,7
u2276499727,bot,7
u3013012545,bot,7
u218811885,human,7
u1383825055705047042,human,7
u706972588573069312,human,7
u128368508,bot,7
u1143781727988379649,human,7
u151166565,human,7
u1170802159,human,7
u297878945,bot,7
u226789035,human,7
u749431901950279680,human,7
u11838202,human,7
u1304804088564117504,human,7
u1278373021275901954,human,7
u1459829972420513793,not sure,7
u128634963,bot,7
u1400470623319642114,bot,7
u1281983228736307200,human,7
u1271902694152835073,bot,7
u1413536716477112332,human,7
u1437035614709370881,human,7
u351031965,bot,7
u1051734379075129345,bot,7
u15267655,human,7
u1196821476051161088,human,7
u455218394,bot,7
u1214746085148610560,human,7
u224202619,human,7
u14842798,human,7
u1313889782339178496,human,7
u1468278818590838792,human,7
u1372660860162826244,human,7
u1480129490240032775,not sure,7
u1484484654652706820,not sure,7
u86774560,bot,7
u18863894,bot,7
u783714225587904512,not sure,7
u4925052381,human,7
u3332574141,bot,7
u576509198,bot,7
u721507174669627392,human,7
u1489968798702923779,human,7
u746406906973937664,human,7
u47889339,bot,7
u35794451,human,7
u1339685252499984390,bot,7
u73721873,human,7
u1324781971,human,7
u713997843770576896,bot,7
u2458786416,bot,7
u2660962182,bot,7
u1714310340,bot,7
u4164127768,bot,7
u2585840994,bot,7
u1273558762016522241,bot,7
u1459141595731836930,bot,7
u1178270317,human,7
u793332079,human,7
u514880785,human,7
u995712271,human,7
u26548471,human,7
u48076730,human,7
u1314329318667952128,human,7
u8600502,human,7
u1721193062,human,7
u2835829472,bot,7
u1272538112636391425,bot,7
u218836339,human,7
u1342047145935908865,human,7
u1324022958218686467,human,7
u1557101982,human,7
u1355531301260939264,human,7
u1115479053216243712,not sure,7
u573841663,human,7
u788190815243890688,not sure,7
u466420346,bot,7
u73238146,human,7
u17997467,human,7
u20039964,human,7
u46345843,human,7
u22650211,human,7
u350922801,human,7
u136400506,human,7
u64826699,human,7
u476907667,human,7
u17171278,human,7
u996074320299548673,human,7
u105534413,human,7
u160509668,human,7
u44166798,human,7
u147561402,human,7
u241264504,human,7
u828531802184753152,human,7
u53355887,human,7
u218776584,human,7
u47273818,human,7
u1501471,human,7
u19650634,human,7
u369602017,human,7
u12061032,human,7
u229399494,human,7
u103012173,human,7
u116942168,human,7
u15819609,human,7
u17485551,human,7
u3251212812,human,7
u288803684,human,7
u52660746,human,7
u5883682,human,7
u19398874,human,7
u375022391,human,7
u70424767,human,7
u17797666,human,7
u2461887810,human,7
u17898529,human,7
u18840445,human,7
u24613756,human,7
u19622847,human,7
u24876034,human,7
u17278675,human,7
u1017280993,human,7
u20343405,human,7
u23963105,human,7
u811107470802198528,bot,7
u244169661,human,7
u1298501091990986752,bot,7
u1387081806,human,7
u18999188,human,7
u436887387,human,7
u92577188,human,7
u285081945,human,7
u20434379,human,7
u518822419,human,7
u27476898,human,7
u74872146,human,7
u23918872,human,7
u34752409,human,7
u29819203,human,7
u15634642,human,7
u399418161,human,7
u128790234,human,7
u16278968,human,7
u916707899052904455,human,7
u217510835,human,7
u18695901,human,7
u542722456,human,7
u46282367,human,7
u145647271,human,7
u433005902,human,7
u1142592968,human,7
u38287817,human,7
u42924141,human,7
u952185282954235905,bot,7
u170295683,human,7
u49697215,human,7
u2484276804,human,7
u1085689369816649728,human,7
u105173441,human,7
u3020083247,human,7
u1364417028,human,7
u19752348,human,7
u82607949,human,7
u23662741,human,7
u175794305,human,7
u4715371273,human,7
u15595097,human,7
u473633388,human,7
u15710120,human,7
u1267674805,human,7
u3293146012,human,7
u3888351,human,7
u1371098901416136704,human,7
u14458660,human,7
u151395708,human,7
u22444670,human,7
u1774284517,human,7
u2465914436,human,7
u1237437455772647425,human,7
u34198151,human,7
u427272755,human,7
u289822624,human,7
u69291324,human,7
u266701331,human,7
u52087029,human,7
u14678419,human,7
u1195292583896985600,human,7
u852710910,human,7
u3341302265,human,7
u443033172,human,7
u1009762883515895809,human,7
u36790269,human,7
u1352487557930627081,human,7
u883347084,human,7
u432880103,human,7
u788443023495487488,not sure,7
u1430371834436878349,human,7
u103143789,human,7
u927893851,human,7
u10342612,human,7
u56029268,human,7
u1298639133720686596,human,7
u1477715309221928966,not sure,7
u1407732022907486216,bot,7
u445048728,bot,7
u20420218,human,7
u1484196997678571523,not sure,7
u1476554408888610819,bot,7
u2852128297,human,7
u1483299459555545088,human,7
u1485330470921461761,bot,7
u1483004480694243328,not sure,7
u1029893997572042752,human,7
u31725397,human,7
u1380190106208890884,human,8
u163409644,human,8
u100797156,not sure,8
u541042800,human,8
u14685658,human,8
u2391451797,human,8
u1338251462,human,8
u90276706,human,8
u1116572973798834176,human,8
u5621082,human,8
u834928597,human,8
u1087352487487651840,human,8
u404532969,human,8
u119792737,bot,8
u371089723,human,8
u15182532,bot,8
u3325527710,human,8
u1246156066934730763,human,8
u542591693,human,8
u263611372,human,8
u843551423031787520,human,8
u2441687850,human,8
u14774443,human,8
u1012568998980931584,human,8
u1281574223081730048,human,8
u1461473650951999493,human,8
u1059931927422087170,human,8
u20810335,human,8
u1367372412480745472,bot,8
u150000919,human,8
u2224202064,human,8
u162450901,human,8
u3097009130,bot,8
u184410844,bot,8
u443492997,human,8
u96564843,human,8
u761566977269886976,human,8
u1924950110,not sure,8
u1109822437863186438,not sure,8
u1262015708088557570,bot,8
u801417184589316100,bot,8
u1432546537209479173,bot,8
u788448742131265536,human,8
u1439068275040653313,not sure,8
u22549062,human,8
u29010564,bot,8
u1225127789545717760,bot,8
u229514217,human,8
u557370566,not sure,8
u769123624229933056,bot,8
u2989422959,human,8
u120889625,human,8
u1334806249,bot,8
u608252851,bot,8
u264296754,human,8
u330098736,human,8
u218811885,human,8
u1383825055705047042,human,8
u128368508,bot,8
u1143781727988379649,human,8
u151166565,bot,8
u297878945,bot,8
u1248677427775180800,human,8
u1408852727099052036,human,8
u1029128656650555393,bot,8
u1304804088564117504,bot,8
u964770856688906240,bot,8
u1483028628766085122,bot,8
u1278373021275901954,bot,8
u1460464908819054596,bot,8
u316380522,human,8
u1355558675755233281,human,8
u4900427942,human,8
u968745471102668801,human,8
u1271902694152835073,bot,8
u115288823,human,8
u926467372839419904,bot,8
u1480110613716156419,not sure,8
u973660795258228738,bot,8
u1437035614709370881,human,8
u1468928973526933505,bot,8
u3508086076,bot,8
u1210360920,human,8
u214566189,human,8
u86774560,human,8
u1481141890556862467,bot,8
u1485140592254406660,bot,8
u819952908,bot,8
u14848408,human,8
u3388583453,human,8
u37417090,human,8
u103352755,bot,8
u876818745762734080,bot,8
u23996323,bot,8
u37195165,not sure,8
u94532621,bot,8
u783714225587904512,bot,8
u1231606802699214848,human,8
u933959472640270336,human,8
u3332574141,bot,8
u898198957,bot,8
u576509198,bot,8
u903750097342795777,bot,8
u45760893,bot,8
u1440874273560686598,bot,8
u19562864,human,8
u35794451,human,8
u2394986509,bot,8
u2286355454,bot,8
u73721873,human,8
u1361505741576822785,bot,8
u349116915,human,8
u2660962182,bot,8
u231826438,human,8
u1490052825073782791,bot,8
u4725795355,bot,8
u1332024326372077569,bot,8
u1328408720368427009,bot,8
u1459141595731836930,bot,8
u1195591461586079745,human,8
u845296190061268993,bot,8
u1482171765808070657,bot,8
u472665454,human,8
u1681607624,human,8
u1721193062,human,8
u230206732,human,8
u223875657,bot,8
u281970334,human,8
u608475046,human,8
u1293692813151019015,human,8
u1324022958218686467,bot,8
u24130093,human,8
u1202209467149873152,bot,8
u335256988,bot,8
u833489861512355840,human,8
u1489097841637273604,bot,8
u951816344,human,8
u534563976,human,8
u73238146,human,8
u15552773,human,8
u50718079,human,8
u22650211,human,8
u38186660,human,8
u21878635,human,8
u21056862,human,8
u40561535,human,8
u65773523,human,8
u1064700308,human,8
u20852736,human,8
u224495471,human,8
u17171278,human,8
u105534413,human,8
u14342018,human,8
u160509668,human,8
u22843167,human,8
u350880390,human,8
u279192178,human,8
u1236672762749517825,human,8
u147561402,human,8
u241264504,human,8
u446642685,human,8
u65381936,human,8
u22100541,human,8
u131977300,human,8
u467206507,bot,8
u1501471,human,8
u19650634,human,8
u16672510,human,8
u2347762888,human,8
u224400256,human,8
u36109143,human,8
u68739089,human,8
u1968633367,human,8
u288803684,human,8
u500738134,human,8
u1327886654,human,8
u44695623,human,8
u329819402,human,8
u27703690,human,8
u15129265,human,8
u982240377636700161,not sure,8
u3528368134,human,8
u14243836,human,8
u1331018240470917120,human,8
u2228021594,human,8
u3241274101,human,8
u1605501175,human,8
u40813384,human,8
u919373695,human,8
u1017280993,human,8
u45399148,human,8
u811107470802198528,bot,8
u313020441,human,8
u872153024310988801,human,8
u102413533,human,8
u1387081806,human,8
u436887387,human,8
u92577188,human,8
u343654123,human,8
u20434379,human,8
u26095909,human,8
u13265,human,8
u899733078641225728,human,8
u27476898,human,8
u34212654,human,8
u108985543,human,8
u3169667811,human,8
u857775041743683584,human,8
u3365784490,human,8
u912512352,bot,8
u8912232,human,8
u570270247,human,8
u468508553,human,8
u107497881,human,8
u45561905,human,8
u15999465,human,8
u38399582,human,8
u220034743,human,8
u1085689369816649728,human,8
u105173441,human,8
u290619291,human,8
u3020083247,human,8
u792724,human,8
u110929302,human,8
u1364417028,human,8
u54158605,human,8
u18815101,human,8
u175794305,human,8
u624579080,human,8
u393800219,human,8
u15595097,human,8
u473633388,human,8
u15710120,human,8
u14458660,human,8
u1774284517,human,8
u101963256,human,8
u427272755,human,8
u64418345,human,8
u885647835563208704,bot,8
u1195292583896985600,human,8
u425687771,human,8
u1230497235798020101,human,8
u1009762883515895809,human,8
u16499597,human,8
u271377477,human,8
u36790269,human,8
u63753027,human,8
u1361671371734978564,human,8
u1352487557930627081,bot,8
u19264279,human,8
u432880103,human,8
u49372957,human,8
u1330718435186147329,bot,8
u172005266,human,8
u882261583136772102,bot,8
u1430371834436878349,human,8
u103143789,human,8
u927893851,bot,8
u17630704,human,8
u1477715309221928966,bot,8
u1407732022907486216,bot,8
u3178730510,bot,8
u1484449823088599046,bot,8
u1484472009635479558,bot,8
u1476554408888610819,bot,8
u2852128297,human,8
u843610652589637635,bot,8
u1485330470921461761,bot,8
u1472117378020671490,bot,8
u1473123825944604675,bot,8
u875419063375339524,bot,8
u37258354,human,8
u1484754892892049408,bot,8
u36386341,human,8
u1029893997572042752,human,8
u26179637,human,8
u1107571256990285829,bot,8
u1293067292000096256,bot,8
u2701855338,human,8
u33218042,human,8
u1088872795046473728,human,8
u22607656,human,8
u1490024645189373958,human,8
u35473003,human,8
u1226935625372188672,bot,8
u1444752807849041920,human,8
u606436442,bot,8
u1034536106879078401,human,8
u1055071824797675520,human,8
u16971227,human,8
u155854842,human,8
u1479889783367385089,human,8
u1074547961424560128,human,8
u34855715,human,8
u273894949,human,8
u94825605,human,9
u163409644,human,9
u14823322,human,9
u1053572380541501441,bot,9
u541042800,bot,9
u1304338847837417472,human,9
u14685658,human,9
u2393183286,human,9
u1116572973798834176,human,9
u497709574,bot,9
u990010590629318656,human,9
u17789298,human,9
u128680402,bot,9
u187147866,human,9
u6281882,human,9
u1163688173312139270,human,9
u371597970,human,9
u3325527710,bot,9
u3256347019,human,9
u1355083990558855170,human,9
u1238424838966042624,human,9
u278863224,human,9
u1357335025897922564,human,9
u1246156066934730763,human,9
u900185521837793281,human,9
u3125612703,human,9
u1480476380,human,9
u1345505364343742465,bot,9
u862457408773160961,human,9
u57667771,human,9
